feature,route,page,page_file,screen_level,archetype,body_grade,density_score,density_priority,density_reason,shared_component_count,custom_body_count,relaxed_padding_count,loose_gap_count,relaxed_gap_count,large_gap_count,max_width_count,center_count,section_header_count,vit_card_count,source_files
arena,AppRoutePaths.arenaLeaderboard,ArenaLeaderboardPage,flutter_app/lib/features/arena/presentation/pages/arena_leaderboard_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,10,9,0,0,0,0,0,3,0,3,flutter_app/lib/features/arena/presentation/pages/arena_leaderboard_page.dart;flutter_app/lib/features/arena/presentation/widgets/arena_leaderboard_body.dart;flutter_app/lib/features/arena/presentation/widgets/arena_leaderboard_controls.dart;flutter_app/lib/features/arena/presentation/widgets/arena_leaderboard_rows_footer.dart
arena,'/arena/mode/:modeId',ArenaModeDetailPage,flutter_app/lib/features/arena/presentation/pages/arena_mode_detail_page.dart,L2_entityDetail,detail,A,0,Pass_or_low_signal,no static density signal,7,0,0,0,0,0,0,0,0,3,flutter_app/lib/features/arena/presentation/pages/arena_mode_detail_page.dart
arena,AppRoutePaths.arenaBridge,ArenaPredictionBridgeFoundationPage,flutter_app/lib/features/arena/presentation/pages/arena_prediction_bridge_foundation_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,47,23,0,0,0,0,0,0,0,13,flutter_app/lib/features/arena/presentation/pages/arena_prediction_bridge_foundation_page.dart;flutter_app/lib/features/arena/presentation/pages/arena_prediction_bridge_foundation_page_part_01.dart;flutter_app/lib/features/arena/presentation/pages/arena_prediction_bridge_foundation_page_part_02.dart;flutter_app/lib/features/arena/presentation/pages/arena_prediction_bridge_foundation_page_part_03.dart
arena,'/arena/report/:caseId',ArenaReportCasePage,flutter_app/lib/features/arena/presentation/pages/arena_report_case_page.dart,L2_entityDetail,detail,A,0,Pass_or_low_signal,no static density signal,32,9,0,0,0,0,0,1,0,9,flutter_app/lib/features/arena/presentation/pages/arena_report_case_page.dart;flutter_app/lib/features/arena/presentation/widgets/arena_report_case_related_common.dart;flutter_app/lib/features/arena/presentation/widgets/arena_report_case_summary_timeline.dart;flutter_app/lib/features/arena/presentation/widgets/arena_report_case_system_appeal.dart
arena,AppRoutePaths.arenaResolution,ArenaResolutionCenterPage,flutter_app/lib/features/arena/presentation/pages/arena_resolution_center_page.dart,L2_sectionHub,detail,A,0,Pass_or_low_signal,no static density signal,8,0,0,0,0,0,0,1,0,3,flutter_app/lib/features/arena/presentation/pages/arena_resolution_center_page.dart
arena,AppRoutePaths.arenaEcosystem,ConnectedEcosystemProductionPage,flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,43,22,0,0,0,0,0,1,0,8,flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page.dart;flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page_part_01.dart;flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page_part_02.dart;flutter_app/lib/features/arena/presentation/pages/connected_ecosystem_production_page_part_03.dart
auth,AppRoutePaths.authForgotPassword,ForgotPasswordPage,flutter_app/lib/features/auth/presentation/pages/forgot_password_page.dart,L1_authFlow,detail,A,0,Pass_or_low_signal,no static density signal,15,2,0,0,0,0,0,1,0,5,flutter_app/lib/features/auth/presentation/pages/forgot_password_page.dart;flutter_app/lib/features/auth/presentation/widgets/forgot_password_page_sections.dart
auth,AppRoutePaths.authOtp,OTPPage,flutter_app/lib/features/auth/presentation/pages/otp_page.dart,L1_authFlow,detail,A,0,Pass_or_low_signal,no static density signal,10,1,0,0,0,0,0,0,0,3,flutter_app/lib/features/auth/presentation/pages/otp_page.dart;flutter_app/lib/features/auth/presentation/widgets/otp_identity_intro.dart;flutter_app/lib/features/auth/presentation/widgets/otp_input_status.dart
auth,AppRoutePaths.authRegister,RegisterPage,flutter_app/lib/features/auth/presentation/pages/register_page.dart,L1_authFlow,detail,A,0,Pass_or_low_signal,no static density signal,14,0,0,0,0,0,0,1,0,3,flutter_app/lib/features/auth/presentation/pages/register_page.dart;flutter_app/lib/features/auth/presentation/widgets/register_page_sections.dart
auth,AppRoutePaths.authResetPassword,ResetPasswordPage,flutter_app/lib/features/auth/presentation/pages/reset_password_page.dart,L1_authFlow,detail,A,0,Pass_or_low_signal,no static density signal,15,0,0,0,0,0,0,0,0,3,flutter_app/lib/features/auth/presentation/pages/reset_password_page.dart;flutter_app/lib/features/auth/presentation/widgets/reset_password_page_sections.dart
auth,AppRoutePaths.auth2faSetup,TwoFASetupPage,flutter_app/lib/features/auth/presentation/pages/two_fa_setup_page.dart,L1_authFlow,detail,A,0,Pass_or_low_signal,no static density signal,15,3,0,0,0,0,0,3,0,4,flutter_app/lib/features/auth/presentation/pages/two_fa_setup_page.dart;flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_backup.dart;flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_qr.dart;flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_steps.dart;flutter_app/lib/features/auth/presentation/widgets/two_fa_setup_verify.dart
cross_module,AppRoutePaths.unifiedPortfolio,UnifiedPortfolioDashboard,flutter_app/lib/features/cross_module/presentation/pages/unified_portfolio_dashboard.dart,L1_utilityHub,detail,A,0,Pass_or_low_signal,no static density signal,10,0,0,0,0,0,0,0,0,3,flutter_app/lib/features/cross_module/presentation/pages/unified_portfolio_dashboard.dart
dca,AppRoutePaths.dcaBacktester,DCABacktesterPage,flutter_app/lib/features/dca/presentation/pages/dca_backtester_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,9,0,0,0,0,0,0,0,0,5,flutter_app/lib/features/dca/presentation/pages/dca_backtester_page.dart
dca,AppRoutePaths.dcaDynamicAmount,DCADynamicAmount,flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,20,17,0,0,0,0,0,0,0,9,flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page.dart;flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page_part_01.dart;flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page_part_02.dart;flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page_part_03.dart;flutter_app/lib/features/dca/presentation/pages/dca_dynamic_amount_page_part_04.dart
dca,AppRoutePaths.dcaMultiAsset,DCAMultiAssetPage,flutter_app/lib/features/dca/presentation/pages/dca_multi_asset_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,26,24,0,0,0,0,0,2,0,10,flutter_app/lib/features/dca/presentation/pages/dca_multi_asset_page.dart;flutter_app/lib/features/dca/presentation/pages/dca_multi_asset_page_part_01.dart;flutter_app/lib/features/dca/presentation/pages/dca_multi_asset_page_part_02.dart;flutter_app/lib/features/dca/presentation/pages/dca_multi_asset_page_part_03.dart
dca,AppRoutePaths.dca,DCAPage,flutter_app/lib/features/dca/presentation/pages/dca_page.dart,L1_productModuleHub,rootModule,A,0,Pass_or_low_signal,no static density signal,53,27,0,0,0,0,0,0,0,11,flutter_app/lib/features/dca/presentation/pages/dca_page.dart;flutter_app/lib/features/dca/presentation/pages/dca_page_part_01.dart;flutter_app/lib/features/dca/presentation/pages/dca_page_part_02.dart;flutter_app/lib/features/dca/presentation/pages/dca_page_part_03.dart;flutter_app/lib/features/dca/presentation/pages/dca_page_part_04.dart
dca,AppRoutePaths.dcaPortfolioOptimizer,DCAPortfolioOptimizer,flutter_app/lib/features/dca/presentation/pages/dca_portfolio_optimizer_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,32,3,0,0,0,0,0,2,0,15,flutter_app/lib/features/dca/presentation/pages/dca_portfolio_optimizer_page.dart;flutter_app/lib/features/dca/presentation/pages/dca_portfolio_optimizer_page_part_01.dart;flutter_app/lib/features/dca/presentation/pages/dca_portfolio_optimizer_page_part_02.dart;flutter_app/lib/features/dca/presentation/pages/dca_portfolio_optimizer_page_part_03.dart;flutter_app/lib/features/dca/presentation/pages/dca_portfolio_optimizer_page_part_04.dart;flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_allocation_widgets.dart;flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_common_widgets.dart;flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_comparison_hero.dart;flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_floating_actions.dart;flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_frontier.dart;flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_frontier_painter.dart;flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_header_drift.dart;flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_stat_widgets.dart;flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_tab_panels.dart;flutter_app/lib/features/dca/presentation/widgets/dca_portfolio_optimizer_tabs.dart
dca,AppRoutePaths.dcaRebalanceConfig,DCARebalanceConfig,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,33,18,0,0,0,0,0,3,0,9,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page.dart;flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page_part_01.dart;flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page_part_02.dart;flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page_part_03.dart
dca,'/dca/rebalance/:configId/edit',DCARebalanceConfig,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page.dart,L3_transactionFlow,detail,A,0,Pass_or_low_signal,no static density signal,33,18,0,0,0,0,0,3,0,9,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page.dart;flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page_part_01.dart;flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page_part_02.dart;flutter_app/lib/features/dca/presentation/pages/dca_rebalance_config_page_part_03.dart
dca,AppRoutePaths.dcaRebalanceDashboard,DCARebalanceDashboard,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_dashboard_page.dart,L2_sectionHub,detail,A,0,Pass_or_low_signal,no static density signal,9,0,0,0,0,0,0,1,0,3,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_dashboard_page.dart
dca,'/dca/rebalance/:configId/history',DCARebalanceDashboard,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_dashboard_page.dart,L2_entityDetail,detail,A,0,Pass_or_low_signal,no static density signal,9,0,0,0,0,0,0,1,0,3,flutter_app/lib/features/dca/presentation/pages/dca_rebalance_dashboard_page.dart
dca,AppRoutePaths.dcaScheduleAnalytics,DCAScheduleAnalytics,flutter_app/lib/features/dca/presentation/pages/dca_schedule_analytics_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,8,0,0,0,0,0,0,1,0,3,flutter_app/lib/features/dca/presentation/pages/dca_schedule_analytics_page.dart
dca,AppRoutePaths.dcaScheduleConfig,DCAScheduleConfig,flutter_app/lib/features/dca/presentation/pages/dca_schedule_config_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,13,9,0,0,0,0,0,1,0,7,flutter_app/lib/features/dca/presentation/pages/dca_schedule_config_page.dart;flutter_app/lib/features/dca/presentation/widgets/dca_schedule_common.dart;flutter_app/lib/features/dca/presentation/widgets/dca_schedule_limits_enable.dart;flutter_app/lib/features/dca/presentation/widgets/dca_schedule_strategy_time.dart
dca,AppRoutePaths.dcaSmartRules,DCASmartRulesPage,flutter_app/lib/features/dca/presentation/pages/dca_smart_rules_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,19,19,0,0,0,0,0,0,0,7,flutter_app/lib/features/dca/presentation/pages/dca_smart_rules_page.dart;flutter_app/lib/features/dca/presentation/widgets/dca_smart_rules_cards.dart;flutter_app/lib/features/dca/presentation/widgets/dca_smart_rules_info_common.dart;flutter_app/lib/features/dca/presentation/widgets/dca_smart_rules_tabs_stats.dart
dev,AppRoutePaths.devShowcase,MissingScreensShowcasePage,flutter_app/lib/features/dev/presentation/pages/missing_screens_showcase_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,15,11,0,0,0,0,0,0,0,4,flutter_app/lib/features/dev/presentation/pages/missing_screens_showcase_page.dart;flutter_app/lib/features/dev/presentation/widgets/missing_screens_showcase_page_common.dart;flutter_app/lib/features/dev/presentation/widgets/missing_screens_showcase_page_sections.dart
dev,AppRoutePaths.performanceMonitor,PerformanceMonitor,flutter_app/lib/features/dev/presentation/pages/performance_monitor.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,21,10,0,0,0,0,0,0,0,6,flutter_app/lib/features/dev/presentation/pages/performance_monitor.dart;flutter_app/lib/features/dev/presentation/widgets/performance_monitor_common.dart;flutter_app/lib/features/dev/presentation/widgets/performance_monitor_sections.dart
dev,AppRoutePaths.routeChecker,RouteChecker,flutter_app/lib/features/dev/presentation/pages/route_checker_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,10,7,0,0,0,0,0,0,0,3,flutter_app/lib/features/dev/presentation/pages/route_checker_page.dart;flutter_app/lib/features/dev/presentation/widgets/route_checker_page_common.dart;flutter_app/lib/features/dev/presentation/widgets/route_checker_page_sections.dart
discovery,AppRoutePaths.search,UnifiedSearchPage,flutter_app/lib/features/discovery/presentation/pages/unified_search_page.dart,L1_utilityHub,detail,A,0,Pass_or_low_signal,no static density signal,21,12,0,0,0,0,0,3,0,7,flutter_app/lib/features/discovery/presentation/pages/unified_search_page.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_common.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_entity_cards.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_prediction_arena_cards.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_results.dart;flutter_app/lib/features/discovery/presentation/widgets/unified_search_shell.dart
earn,AppRoutePaths.earnSavingsAutoCompound,AutoCompoundSettingsPage,flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,36,26,0,0,0,0,0,1,0,13,flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page.dart;flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page_part_01.dart;flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page_part_02.dart;flutter_app/lib/features/earn/presentation/pages/auto_compound_settings_page_part_03.dart
earn,AppRoutePaths.earnSavingsAnalytics,SavingsAnalyticsPage,flutter_app/lib/features/earn/presentation/pages/savings_analytics_page.dart,L2_utilityDetail,detail,A,0,Pass_or_low_signal,no static density signal,19,18,0,0,0,0,0,0,0,6,flutter_app/lib/features/earn/presentation/pages/savings_analytics_page.dart;flutter_app/lib/features/earn/presentation/widgets/savings_analytics_charts_metrics.dart;flutter_app/lib/features/earn/presentation/widgets/savings_analytics_secondary_painters.dart;flutter_app/lib/features/earn/presentation/widgets/savings_analytics_summary_range.dart
earn,AppRoutePaths.earnSavingsAutoPilot,SavingsAutoPilotPage,flutter_app/lib/features/earn/presentation/pages/savings_autopilot_page.dart,L2_detail,detail,A,0,Pass_or_low_signal,no static density signal,71,30,0,0,0,0,0,0,0,10,flutter_app/lib/features/earn/presentation/pages/savings_autopilot_page.dart;flutter_app/lib/features/earn/presentation/pages/savings_autopilot_page_part_01.dart;flutter_app/lib/features/earn/presentation/pages/savings_autopilot_page_part_02.dart;flutter_app/lib/features/earn/presentation/pages/savings_autopilot_page_part_03.dart
